ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,AGE_SEG,proba_logreg,pred_logreg,proba_xgb,pred_xgb
28668M59ZG,33,F,1000916,323,2,0.792771402,1,0.60857946,1
10030R71MC,26,F,760314,95,1,0.631045448,1,0.51206416,1
04384V28WS,52,M,576064,366,3,0.867930733,1,0.91372335,1
10375Z79GG,33,F,773277,317,2,0.683354517,1,0.62128633,1
80923D55AM,39,M,859280,337,2,0.754369015,1,0.6541931,1
91668U11IG,59,M,1782087,5,1,0.949385684,1,0.34809762,0
28638P84MS,61,M,1684802,969,4,0.993147716,1,0.8250777,1
61357Z35WL,58,M,939043,433,3,0.938569786,1,0.7862656,1
25801Y76TS,45,F,994729,328,2,0.766348526,1,0.47291574,0
24039W48OQ,33,M,640012,326,2,0.654707133,1,0.51949793,1
83078Z79NT,32,M,1350107,95,1,0.896273565,1,0.69536144,1
25210C91TN,43,F,1437171,332,2,0.910808442,1,0.471169,0
79805G91BI,47,M,1187477,466,3,0.97005676,1,0.9281853,1
23699P24HW,57,F,1538714,86,1,0.894436433,1,0.29169676,0
45838Z52EF,64,M,1453059,381,3,0.981108355,1,0.76938087,1
73539P06AH,55,F,1219783,153,1,0.795413266,1,0.34122458,0
90932Q77RD,32,F,643011,477,3,0.888550296,1,0.889001,1
59268M34LB,33,M,1051986,471,3,0.964384652,1,0.92616355,1
00804H00LN,45,M,942574,393,3,0.947110488,1,0.9181632,1
85838U77OI,56,F,1028333,258,2,0.75868773,1,0.32666203,0
42135B56IX,32,M,1263089,489,3,0.978982082,1,0.9264795,1
24544E89JP,43,M,1881087,486,3,0.994875079,1,0.9127086,1
18657D17WT,48,F,1010016,361,3,0.943455649,1,0.9332561,1
45426D56IF,33,M,796630,164,1,0.679840687,1,0.69530874,1
63422Y54TK,32,F,577519,115,1,0.501956593,1,0.4437304,0
91854W85YA,38,M,937662,20,1,0.740788702,1,0.6188282,1
09432V93KK,36,F,838309,647,4,0.949309472,1,0.8814624,1
14244P35QJ,30,M,1117401,241,2,0.867030071,1,0.6284998,1
05051O27ZP,43,F,1093789,378,3,0.956179596,1,0.9067236,1
71574Z30LC,40,F,921556,500,3,0.936093245,1,0.9100199,1
40426O78JN,47,F,1341097,499,3,0.97488066,1,0.93113035,1
64604N63PI,52,F,1548852,93,1,0.902033015,1,0.3137721,0
61534K75QW,45,F,1048643,53,1,0.739383058,1,0.28282347,0
06323V80KG,45,M,1128465,945,4,0.977282646,1,0.9338144,1
43374O77WH,25,F,828079,285,2,0.730917306,1,0.6395361,1
40726A05RR,65,F,988137,209,2,0.719231157,1,0.33011448,0
32351X78PR,46,M,1460349,307,2,0.9277719,1,0.5926694,1
17647L09UJ,61,F,1932984,410,3,0.993212007,1,0.8363988,1
11271J77XZ,47,M,1127578,192,1,0.805953026,1,0.52896446,1
28290Y39KW,65,F,977259,179,1,0.653093708,1,0.31021646,0
93075B40MC,45,M,1628547,598,4,0.993434149,1,0.9338144,1
33357D50FP,35,F,1152289,290,2,0.845448168,1,0.62925243,1
61144Q81LA,26,F,1076313,861,4,0.974514567,1,0.8992482,1
34719S92OV,50,M,853547,412,3,0.931097751,1,0.8991605,1
46700H21CI,55,M,1098501,537,4,0.972641882,1,0.8885083,1
09427B05ER,30,F,1076520,316,2,0.82727449,1,0.6223764,1
64991G16AI,40,M,900832,429,3,0.944688769,1,0.9159347,1
04535C43LX,57,F,740767,342,2,0.601274857,1,0.42866775,0
28412C92FJ,29,F,554823,962,4,0.908692082,1,0.9069926,1
40920U03VB,25,F,664260,68,1,0.576072341,1,0.4658314,0
58919B09HQ,37,M,1778775,1016,4,0.995886339,1,0.9206648,1
48675O08HZ,60,F,714936,295,2,0.577185891,1,0.44931272,0
53754V81BE,31,M,704001,401,3,0.920315096,1,0.909124,1
57040H91PZ,62,F,1598841,240,2,0.924914647,1,0.3527243,0
23303X74UD,65,M,1317430,588,4,0.982124568,1,0.7447711,1
99664A94KD,57,F,1380730,435,3,0.974495375,1,0.8237448,1
23269B30TO,41,M,1344009,74,1,0.884667561,1,0.53076875,1
80267S40OF,52,F,445484,490,3,0.793914834,1,0.8011501,1
39187B76WJ,65,M,1238708,227,2,0.855265507,1,0.38677856,0
82378Y61CL,50,F,1273162,918,4,0.979410876,1,0.82578874,1
20611C39SJ,38,M,893588,303,2,0.772038942,1,0.70177805,1
11959I44WI,50,F,1306499,491,3,0.971724623,1,0.8925796,1
41131G77EM,64,M,629454,356,2,0.563615405,1,0.4531741,0
41286E46BT,62,M,1458917,274,2,0.914110788,1,0.40470302,0
50641U25BE,40,M,1261112,99,1,0.8630016,1,0.54520947,1
53420X52EN,45,F,1534883,679,4,0.989829342,1,0.90020305,1
28248K60OK,64,M,1654803,31,1,0.927830679,1,0.33068094,0
60384I44RO,39,F,1037951,417,3,0.952053555,1,0.9085015,1
23105W62VG,48,F,1569533,274,2,0.930782664,1,0.5287978,1
28583B94NC,51,F,653355,304,2,0.564666692,1,0.51574403,1
37702U80ZM,29,F,1181141,621,4,0.979625258,1,0.89337677,1
83798Z95VA,30,M,1184456,207,2,0.885297807,1,0.6284998,1
75956W39XX,55,M,1660538,24,1,0.935355086,1,0.41802326,0
96589Q34RU,57,M,1923965,461,3,0.994594566,1,0.7931776,1
32385P64XK,41,F,866749,682,4,0.949973166,1,0.8972571,1
17502X56JV,59,F,335210,414,3,0.729218334,1,0.8020147,1
54720W30GR,26,F,569815,346,2,0.583766232,1,0.63973373,1
75598N86BK,63,M,1263576,659,4,0.980040977,1,0.7794336,1
77770W59NI,36,F,1448365,385,3,0.982964258,1,0.92050356,1
28193G88ZD,41,M,1630058,399,3,0.990624687,1,0.9207123,1
55917T62PA,45,F,1091126,84,1,0.759438483,1,0.28282347,0
82066L95TY,52,M,1067322,171,1,0.771137468,1,0.38117793,0
40667E13VB,50,M,1129687,625,4,0.976039013,1,0.8777424,1
94609S81TF,55,M,774930,223,2,0.673808325,1,0.5183521,1
76916Y08ZK,27,M,773976,215,2,0.739980977,1,0.6879287,1
13171R33EB,49,F,1046201,187,1,0.729188187,1,0.25399715,0
38916E03BP,55,M,1650984,251,2,0.949243142,1,0.44112214,0
72428I03UO,39,F,1182614,166,1,0.809822414,1,0.32999733,0
92191L61JL,50,F,1312871,106,1,0.838839404,1,0.26038846,0
40724O46IC,49,F,1072588,216,2,0.79207784,1,0.43210313,0
24872C54NC,50,F,937155,364,3,0.93138942,1,0.8925796,1
60183K96JU,61,M,1542183,749,4,0.990220409,1,0.8250777,1
71835X53BH,42,F,1229528,286,2,0.8597097,1,0.47364494,0
75937O14OE,65,F,320921,1008,4,0.784907462,1,0.9221935,1
68051W76NP,41,F,1150666,378,3,0.962635074,1,0.91841966,1
77793V81KP,37,M,1709062,916,4,0.995101915,1,0.9206648,1
44302P56FX,65,F,1454245,340,2,0.892145861,1,0.33011448,0
96213R43QN,25,F,656465,427,3,0.899398129,1,0.89307564,1
15610K32AP,53,M,1366211,131,1,0.875977978,1,0.4367861,0
96065B63HD,54,M,1991829,282,2,0.978061433,1,0.41832688,0
12113U69TE,48,F,1567171,714,4,0.990288052,1,0.8532582,1
80209W29PI,34,F,530591,156,1,0.466736971,0,0.43317047,0
44008B03YQ,46,M,1507818,364,3,0.986549461,1,0.92643535,1
00862D89OI,64,F,1497686,18,1,0.875773236,1,0.31354538,0
98540I86ZI,44,M,1817387,146,1,0.960580927,1,0.49624813,0
23931F82XX,51,M,1241384,107,1,0.84077643,1,0.39248937,0
04154S52HC,40,F,1246325,93,1,0.83167602,1,0.3044897,0
43084R64ON,62,F,882840,922,4,0.93947329,1,0.7687184,1
53478M88ZV,48,F,1026666,362,3,0.945648388,1,0.9332561,1
78504D28QQ,64,M,1538963,407,3,0.984722822,1,0.76938087,1
05582E81NE,46,F,1382992,929,4,0.984998817,1,0.9051674,1
92819O15RO,49,F,1339847,186,1,0.849282902,1,0.25399715,0
09706P30KR,28,M,782374,264,2,0.741822115,1,0.71265876,1
38488D21YC,39,F,1142481,427,3,0.962723943,1,0.9085015,1
38090X32KB,36,F,1070293,394,3,0.957076301,1,0.92050356,1
85887Y88NA,39,F,1226248,148,1,0.826150979,1,0.32999733,0
37293C21FL,36,M,1510672,366,3,0.988081348,1,0.9332582,1
19769P01QU,62,F,1987907,55,1,0.961167682,1,0.3168179,0
26861W92LO,61,F,1976070,947,4,0.995942367,1,0.80348706,1
30719P92VF,26,F,1190866,208,2,0.869904328,1,0.6912758,1
17399C92IE,51,F,677600,415,3,0.874786109,1,0.95662946,1
98609C14GT,52,F,910023,79,1,0.648727792,1,0.3137721,0
71206C77XY,39,F,1140167,483,3,0.962514542,1,0.9085015,1
00364N02CO,48,M,858706,558,4,0.954724321,1,0.89656687,1
47373I83IV,51,M,378247,422,3,0.801680559,1,0.7983807,1
07030R27JO,58,M,1628550,609,4,0.992380666,1,0.7930578,1
67822J62OC,62,F,1542488,415,3,0.981875772,1,0.84048223,1
61935H21PM,35,M,649778,145,1,0.589202379,1,0.589931,1
00415I90OL,60,M,1398292,999,4,0.986174141,1,0.8191929,1
02267P87YN,60,M,629544,162,1,0.50539017,1,0.5366923,1
86362K52GR,64,F,678153,413,3,0.85759678,1,0.88283765,1
76574Z73QF,41,M,1565018,236,2,0.946537469,1,0.59448355,1
40741J45HQ,45,M,1175418,327,2,0.863883002,1,0.5683177,1
43268C25KL,30,F,932229,145,1,0.715639141,1,0.5401176,1
07876Y97IB,25,F,905245,92,1,0.713555457,1,0.52884734,1
98955W60JY,54,M,1721340,79,1,0.944614261,1,0.41386676,0
05586J70WZ,37,M,1526161,491,3,0.988400022,1,0.90978557,1
03545N66FF,45,M,1496894,217,2,0.934403827,1,0.5683177,1
16860F87XL,50,M,831601,400,3,0.927471617,1,0.8991605,1
54444V49BR,35,F,1039906,288,2,0.804822011,1,0.62925243,1
08713V99IS,26,F,982417,96,1,0.74937158,1,0.52374387,1
03552X89GY,31,M,1174341,999,4,0.982680022,1,0.9257577,1
47630M29XW,42,M,1577012,321,2,0.947472643,1,0.5709699,1
62928P75KD,62,M,1035913,392,3,0.94901799,1,0.81306,1
89234F01TD,35,F,1031759,41,1,0.753170195,1,0.46559957,0
42140A43HA,57,F,1102450,903,4,0.966175775,1,0.747835,1
53483W54MZ,30,M,904356,438,3,0.950829019,1,0.9288046,1
43341T76VC,38,M,1811977,692,4,0.996170901,1,0.9281197,1
76263Q01SZ,33,F,529109,74,1,0.468679293,0,0.4612084,0
53359N69LH,36,M,1941617,500,3,0.995935651,1,0.9332582,1
36359W02RE,58,F,392452,420,3,0.758806106,1,0.79281646,1
38444M34UW,45,M,1665770,213,2,0.956106025,1,0.5683177,1
80537E73XD,42,M,1234221,419,3,0.974747424,1,0.92048156,1
41951D24EK,53,F,580950,492,3,0.842617841,1,0.93110394,1
80970A09XH,63,M,1712415,441,3,0.990182642,1,0.81434757,1
90989S44KD,42,F,1192118,112,1,0.808171316,1,0.26218042,0
50969U40RT,33,F,762464,762,4,0.941245842,1,0.87925535,1
18765K56JR,43,M,1556734,156,1,0.927527157,1,0.50022155,1
99688L01ZO,63,F,1390397,43,1,0.844842574,1,0.31217852,0
78487Z66TV,39,M,1926172,206,2,0.978228487,1,0.6541931,1
60166Z30PY,37,M,848961,109,1,0.698155462,1,0.5742678,1
79067Y39UV,37,M,931842,599,4,0.966411221,1,0.9206648,1
86950Z46PC,46,F,1445329,182,1,0.883792756,1,0.29552808,0
35178M39BZ,51,M,992960,348,2,0.789163747,1,0.45829472,0
21014Y23NQ,37,M,1932512,37,1,0.972441915,1,0.5742678,1
11969Z72ZT,53,F,1911932,303,2,0.967773764,1,0.4086525,0
89129B75IP,56,F,839463,492,3,0.908326895,1,0.8679632,1
08588F84GE,62,M,1401000,246,2,0.901964021,1,0.40470302,0
54034G46BL,46,M,951819,24,1,0.729767615,1,0.5255289,1
85726O97TO,65,M,1243874,894,4,0.978570146,1,0.7447711,1
72531K34WD,60,F,1137501,963,4,0.967883147,1,0.79458463,1
85952I34LQ,59,F,302677,179,1,0.269995846,0,0.40031987,0
43313Q57OS,41,M,1961656,257,2,0.979594228,1,0.59448355,1
12136J76JB,40,M,1317709,489,3,0.979890904,1,0.9159347,1
72568J04DU,42,M,1405066,799,4,0.988924118,1,0.90917826,1
64831P39FJ,52,F,388806,410,3,0.769616877,1,0.794964,1
55589T85ON,52,M,1232565,752,4,0.98097405,1,0.85489345,1
99499N43JK,41,F,1209101,84,1,0.816439752,1,0.29138055,0
70256M78EG,49,F,1316228,246,2,0.875470373,1,0.43210313,0
88458I91QY,28,F,522921,106,1,0.479170881,0,0.4696223,0
41200S92YV,32,F,542826,231,2,0.550132646,1,0.5786195,1
71836H67HR,48,M,1415367,468,3,0.982700635,1,0.9312085,1
21259D86PX,39,F,1302677,495,3,0.974772928,1,0.9085015,1
41707A77DC,35,M,1092645,862,4,0.977835575,1,0.92574924,1
59671O97CA,37,M,1055628,90,1,0.795478276,1,0.5742678,1
63230O71FH,25,F,857729,430,3,0.936832038,1,0.8955136,1
32359Y90VV,42,M,1761591,336,2,0.966322095,1,0.5709699,1
42817R91EX,37,F,974455,949,4,0.963061245,1,0.89047384,1
99834G41VN,45,M,1976049,895,4,0.997249467,1,0.9338144,1
45636R36JL,42,M,1365367,224,2,0.913741987,1,0.5709699,1
99926L33ER,61,F,419567,343,2,0.391000089,0,0.45350388,0
17286O67VB,44,M,1748711,264,2,0.964470162,1,0.5792184,1
07442X36TJ,52,M,1818574,140,1,0.957059193,1,0.38117793,0
06011I14DC,36,F,1103531,409,3,0.960382021,1,0.92050356,1
55864E38NH,45,F,841556,20,1,0.627607968,1,0.28282347,0
39857X32KD,58,M,1618321,97,1,0.926304422,1,0.34317377,0
73385O19MW,30,F,554286,97,1,0.493114507,0,0.51682186,1
63073H90GY,31,F,1105918,54,1,0.793836428,1,0.54083115,1
38178J73XT,29,M,1166653,439,3,0.974249192,1,0.93134916,1
11331L38KB,38,M,1599857,241,2,0.952394521,1,0.70177805,1
28918S73ZX,37,M,898384,52,1,0.723686436,1,0.5742678,1
04378O29DC,59,F,1551375,347,2,0.91881035,1,0.34535176,0
01973B37PM,32,F,1190516,931,4,0.979404344,1,0.89402807,1
76544C87ID,55,F,1017515,388,3,0.94006458,1,0.89090914,1
02964T32JO,50,M,1789913,343,2,0.965631781,1,0.5157269,1
09019D47GJ,36,M,1837790,385,3,0.994729356,1,0.9332582,1
62151D79VO,64,F,629830,428,3,0.842101162,1,0.8630994,1
51366L41WW,64,M,839803,112,1,0.623450317,1,0.33068094,0
44489P15OA,42,F,997745,960,4,0.963094204,1,0.863451,1
49988A39RY,63,F,1232992,409,3,0.96092245,1,0.83779883,1
23151S73ZJ,53,M,541643,186,1,0.470335986,0,0.4820843,0
05064K12NC,26,M,1454705,471,3,0.98777775,1,0.92688996,1
84216E82CZ,63,M,548661,249,2,0.516042873,1,0.4587015,0
70610O14FV,55,F,1685639,266,2,0.94321721,1,0.38803703,0
68180V48LF,39,F,992774,237,2,0.777656796,1,0.5708403,1
18670V13DO,45,F,1307037,464,3,0.97330129,1,0.9184157,1
30514L10IZ,44,F,1350845,315,2,0.890408359,1,0.48580283,0
50542M02SL,25,M,1498931,224,2,0.947454105,1,0.6833518,1
94271X78HE,63,M,1389721,690,4,0.985387401,1,0.7794336,1
06465K27YW,32,F,566472,91,1,0.495011339,0,0.47013012,0
60221R38KW,41,M,1859718,353,2,0.973787591,1,0.59448355,1
28203X17EP,65,F,1154810,155,1,0.746339298,1,0.31021646,0
11602O61TC,56,F,1858998,332,2,0.962112457,1,0.32666203,0
53588L72NZ,36,F,1003445,899,4,0.96595028,1,0.8814624,1
83303O44TC,62,F,1131071,293,2,0.791616587,1,0.3527243,0
86852P92PQ,43,F,1228197,983,4,0.978747714,1,0.85939765,1
84152U99EG,43,M,932175,126,1,0.72683599,1,0.50022155,1
58215I96YM,63,M,1835596,155,1,0.953470995,1,0.3431379,0
45181F79LT,46,M,1903019,552,4,0.996658595,1,0.93555737,1
83432B52BF,32,F,1098564,182,1,0.788879471,1,0.5404109,1
26227C66CR,49,F,844026,150,1,0.618235331,1,0.25399715,0
63518N72NA,58,F,413171,433,3,0.768213434,1,0.751283,1
95900V52SQ,35,F,1106336,451,3,0.961083059,1,0.9070538,1
67470H10MZ,30,F,1150036,818,4,0.977754533,1,0.9206937,1
56112K73GV,46,M,927549,276,2,0.770835792,1,0.5926694,1
49944S83DZ,53,F,1905588,207,2,0.967272455,1,0.4086525,0
66223S46NJ,64,F,1831368,365,3,0.990947779,1,0.77757204,1
56467T69EP,54,M,846567,422,3,0.926899248,1,0.9025956,1
94923E89FA,27,M,1442442,391,3,0.987255524,1,0.92411464,1
53904H80EQ,51,M,1637654,498,3,0.989687883,1,0.87742037,1
34140Q87BI,61,F,1912022,352,2,0.964777513,1,0.36883786,0
71696E36RU,50,F,1221898,51,1,0.805468985,1,0.26038846,0
86774R24HY,41,F,869930,579,4,0.950351983,1,0.8972571,1
45123I04LI,57,F,1259182,250,2,0.847422108,1,0.33073416,0
29480N31TG,29,M,653036,125,1,0.607790874,1,0.62694144,1
73655O06AF,56,M,1420677,423,3,0.981307394,1,0.84730667,1
20548Y90ZR,54,M,406470,164,1,0.384553214,0,0.49411976,0
95949J66BN,51,F,1972301,410,3,0.994513453,1,0.904634,1
09814T60LK,64,F,1903457,450,3,0.992437377,1,0.77757204,1
54789L78BH,26,M,780417,718,4,0.957115002,1,0.9357352,1
04869O09OR,57,M,708560,123,1,0.563373016,1,0.46345246,0
63653X23TR,49,F,1149944,454,3,0.959101175,1,0.89506316,1
39932O05VT,46,F,1281885,146,1,0.834492574,1,0.29552808,0
74548O77UZ,58,M,649928,311,2,0.593031258,1,0.43184936,0
81846I44CS,37,M,1948804,217,2,0.979868153,1,0.63881755,1
83545G94GA,46,M,1692462,34,1,0.945631149,1,0.5255289,1
86949E35TD,39,M,1619518,406,3,0.990592601,1,0.9141785,1
58922Y70EU,53,M,1695827,422,3,0.99087264,1,0.90666795,1
80225F36JU,52,F,1045809,66,1,0.722106612,1,0.3137721,0
73710X59KI,40,M,1275734,404,3,0.977701992,1,0.9159347,1
39397U90XF,64,M,1391804,304,2,0.89780367,1,0.40032318,0
19462O74EW,42,M,1794870,1,1,0.959289973,1,0.5048539,1
80717N57GU,49,F,1159099,942,4,0.9730608,1,0.81354034,1
95989C84OG,30,F,968629,568,4,0.965340406,1,0.9206937,1
99841B42LV,52,F,712349,582,4,0.918994378,1,0.9216105,1
96501G52ZU,59,F,428874,73,1,0.336869719,0,0.44496143,0
78155T56DG,46,M,1658442,816,4,0.993836566,1,0.93555737,1
78072K66DH,30,M,1002872,78,1,0.786892884,1,0.67708063,1
43211I72HN,53,F,770055,475,3,0.895987011,1,0.9569182,1
07084T41QA,33,F,843002,449,3,0.928736408,1,0.9057135,1
60965C25XW,40,M,855968,884,4,0.958273543,1,0.922235,1
00343H40NB,32,M,1288037,890,4,0.986781407,1,0.917999,1
08118C92RS,37,M,1482698,436,3,0.987077527,1,0.90978557,1
81887O40NU,56,M,607593,39,1,0.503118256,1,0.58395565,1
74976A36AM,27,M,1381024,108,1,0.908202734,1,0.6997497,1
01753Q48CY,40,F,1269734,49,1,0.839757232,1,0.3044897,0
05269S55JP,33,F,1035338,555,4,0.969530441,1,0.893512,1
01319D20ZW,62,M,1861193,277,2,0.966964002,1,0.40470302,0
34007D72UD,40,M,1566278,455,3,0.9891361,1,0.9159347,1
59842P05UW,37,M,1632558,329,2,0.956469997,1,0.63881755,1
75116V73HM,31,M,676298,107,1,0.616206796,1,0.5412164,1
77060N72VX,60,M,367840,279,2,0.411937812,0,0.4590265,0
74957Q00OK,53,F,1809824,210,2,0.958728256,1,0.4086525,0
42872Q80HV,65,F,1608856,388,3,0.98408633,1,0.77846384,1
21900J60ZB,56,F,978748,257,2,0.735128178,1,0.32666203,0
68013P48GC,49,F,1355206,329,2,0.885769869,1,0.43210313,0
35960M77GJ,62,F,1081290,439,3,0.944399883,1,0.84048223,1
77709K51ON,39,M,1515337,21,1,0.923530918,1,0.5786984,1
92256K81JG,64,M,1479174,432,3,0.982287942,1,0.76938087,1
42113L78CX,64,F,1022807,388,3,0.934760777,1,0.77757204,1
05465D46XL,51,F,1837118,165,1,0.95056978,1,0.3156903,0
35229R92AL,59,M,1894078,345,2,0.970512316,1,0.3688033,0
38704D37GN,57,F,1565892,313,2,0.923144448,1,0.33073416,0
47196D61FO,35,F,784977,321,2,0.684730428,1,0.68997514,1
00550Z70VC,26,F,775170,585,4,0.947174955,1,0.8976435,1
43188N01TL,50,M,1843211,573,4,0.995935907,1,0.8777424,1
22290R35GQ,40,F,1327100,18,1,0.858232984,1,0.3044897,0
60714R56JT,47,M,1504827,375,3,0.986294307,1,0.9281853,1
30890J77UH,49,F,1008518,446,3,0.942634087,1,0.89506316,1
51304D34HM,47,M,1055898,747,4,0.972242328,1,0.92960185,1
97700N55XQ,33,F,757195,899,4,0.940508744,1,0.8583509,1
75084Y66PL,32,M,1124411,907,4,0.98018548,1,0.917999,1
86981W17RJ,49,M,1947980,86,1,0.969647917,1,0.46809027,0
77594A69JE,44,M,1514778,245,2,0.937783337,1,0.5792184,1
46795C75EA,44,M,1707877,330,2,0.960778319,1,0.5792184,1
03972S13PT,49,F,1492902,65,1,0.892246909,1,0.25399715,0
23936N18WR,36,F,1145818,502,4,0.975951481,1,0.8814624,1
33495U53EJ,44,M,1882659,94,1,0.966347584,1,0.49624813,0
04223V78FS,53,F,878311,129,1,0.627655392,1,0.36292398,0
30100E12VQ,31,F,598264,368,3,0.878148653,1,0.9116354,1
25637Y48AQ,29,M,654404,500,3,0.912533099,1,0.9219283,1
28914L39BW,35,F,976746,306,2,0.778659284,1,0.62925243,1
75806W22OP,29,M,1347155,486,3,0.983489969,1,0.93134916,1
18528P38YX,49,F,989633,125,1,0.700199237,1,0.25399715,0
94343T24KB,32,F,1005673,489,3,0.952031971,1,0.9054792,1
20635M76QK,42,F,996434,683,4,0.962976837,1,0.863451,1
23429F00BX,42,M,1027347,265,2,0.819080554,1,0.5709699,1
32362P97AY,44,M,1073228,488,3,0.961775955,1,0.911434,1
58051N92JI,57,M,744918,17,1,0.585719611,1,0.4488163,0
34705W71UP,45,F,1437878,174,1,0.883050278,1,0.28282347,0
39434N13VK,26,F,1167069,130,1,0.826301461,1,0.52374387,1
80679H23QG,40,M,1266785,678,4,0.98474007,1,0.922235,1
56880M00TX,26,M,1186535,465,3,0.976288275,1,0.92688996,1
42686W14YB,50,M,1690871,355,2,0.956335485,1,0.5157269,1
44365V86DS,40,F,1176414,283,2,0.84584325,1,0.5540384,1
86101L68SI,58,F,1663834,285,2,0.938233636,1,0.34961647,0
94473O43FL,43,F,1212176,751,4,0.977893278,1,0.85939765,1
02960J16NF,50,F,1156070,362,3,0.959252992,1,0.8925796,1
21934P93ZL,55,F,728417,970,4,0.919426751,1,0.921928,1
62977O42BX,47,M,1020866,364,3,0.955171499,1,0.9281853,1
58137F49JX,54,F,423793,492,3,0.7809274,1,0.8300826,1
03064F43HB,53,F,682625,619,4,0.912334696,1,0.91659975,1
56519H29XJ,45,M,1089395,314,2,0.83638683,1,0.5683177,1
65430K40BO,46,M,1433557,640,4,0.98920035,1,0.93555737,1
99125W32DI,31,M,1497668,382,3,0.988371521,1,0.92604744,1
61236A95RD,60,M,1697809,75,1,0.937503152,1,0.3602378,0
16918W59OH,57,F,544374,121,1,0.410051971,0,0.42962795,0
57335A47TH,29,M,1103713,371,3,0.96996555,1,0.93134916,1
41596E82MJ,42,M,1736351,250,2,0.964194104,1,0.5709699,1
25080Q41XA,29,M,701512,68,1,0.636440113,1,0.5728098,1
15233C93JX,31,M,633632,201,2,0.656290785,1,0.5493466,1
88404U04KP,53,M,1145756,14,1,0.802258016,1,0.4367861,0
41830M65SF,55,M,664965,347,2,0.610380846,1,0.47569624,0
72124K10CW,26,M,1238044,357,2,0.902425242,1,0.7214065,1
40832S24AB,65,M,778969,710,4,0.9341424,1,0.7946912,1
56514P18PH,31,F,526866,19,1,0.473018688,0,0.46845725,0
20699C96RN,36,F,1196163,910,4,0.978750645,1,0.8814624,1
69658A31FR,49,M,1458607,406,3,0.98427802,1,0.89880913,1
16240C55SK,27,F,913128,378,3,0.94337269,1,0.90527016,1
85563O02YK,51,F,1249435,53,1,0.814354383,1,0.3156903,0
78900Q45LG,49,M,1296363,102,1,0.86120553,1,0.46809027,0
60173F58ZU,63,M,694408,639,4,0.921473095,1,0.9049436,1
97730Z55GT,57,M,463349,425,3,0.823708524,1,0.76666313,1
92008V85QB,51,M,1964514,531,4,0.996966573,1,0.84713405,1
64565C12ZG,32,F,872861,34,1,0.679303263,1,0.5404109,1
64601C90OL,60,F,312648,322,2,0.3317084,0,0.46017906,0
22679T65NL,40,F,1202794,381,3,0.9674399,1,0.9100199,1
59174F46PI,52,M,774275,109,1,0.617221492,1,0.45651597,0
23996P00RZ,32,F,1077280,203,2,0.824231902,1,0.6127414,1
93788K51AZ,42,M,1618742,471,3,0.99024593,1,0.92048156,1
85371D92GJ,49,M,1903030,234,2,0.974210329,1,0.5123952,1
97682H45WE,35,F,778533,330,2,0.681221581,1,0.64168334,1
99043K34HI,56,F,1391486,454,3,0.975436866,1,0.8679632,1
68420U98UA,43,F,1093379,270,2,0.811372896,1,0.471169,0
26818W14FN,42,F,1329454,49,1,0.856135021,1,0.26218042,0
87757B99EU,48,F,1275637,354,2,0.865257969,1,0.5287978,1
32965O03OD,60,F,1625115,968,4,0.990358726,1,0.79458463,1
32689A58RI,37,M,1324710,169,1,0.884420528,1,0.5742678,1
93125X23PK,64,M,1965108,429,3,0.994715598,1,0.76938087,1
79229M43PT,65,F,950131,419,3,0.92186283,1,0.77846384,1
26504Q18AO,31,F,824144,732,4,0.950358734,1,0.9069462,1
58609K36JJ,53,M,784513,424,3,0.9164818,1,0.95414066,1
67560U62VV,29,F,1058236,498,3,0.959098983,1,0.9109317,1
67384I32LX,47,F,1285164,268,2,0.869342027,1,0.5013641,1
21448V84CH,61,M,1349456,417,3,0.976431699,1,0.80843455,1
92029Y26JE,61,M,669832,154,1,0.527809155,1,0.44559053,0
96610W63BY,30,M,799128,397,3,0.936872836,1,0.9288046,1
85133R24LS,48,M,1458667,382,3,0.984457743,1,0.9312085,1
44155S98YO,59,F,942203,69,1,0.648779354,1,0.296635,0
83602N55YT,44,F,1503184,148,1,0.900016028,1,0.2622318,0
15963U79VQ,27,F,511541,248,2,0.544921904,1,0.60360205,1
83140U98TR,64,F,1589376,97,1,0.898765864,1,0.31354538,0
17190U72LR,40,M,1358380,436,3,0.981810451,1,0.9159347,1
17740K55SG,58,M,1462358,713,4,0.988472979,1,0.7930578,1
13235D47IT,44,M,1501141,991,4,0.991079171,1,0.9253768,1
68366L97AU,62,F,775496,239,2,0.60837203,1,0.4467781,0
18753M81AD,53,M,1810208,973,4,0.995431119,1,0.8739941,1
12989I44WB,26,M,1099922,315,2,0.867278685,1,0.7214065,1
45955J68TX,27,M,940731,135,1,0.765775245,1,0.6997497,1
33030Z02DU,46,F,1310179,488,3,0.973206873,1,0.9237315,1
21009X35PZ,34,F,1158846,62,1,0.809494315,1,0.4628689,0
40633G15AK,42,F,1390948,568,4,0.985945177,1,0.863451,1
12671S41WH,55,M,1946200,142,1,0.967403735,1,0.41802326,0
31192I78DP,49,M,1456872,267,2,0.924813885,1,0.5123952,1
27080J93SR,49,F,1024090,263,2,0.771275949,1,0.43210313,0
01559G10TC,29,F,725634,87,1,0.602262769,1,0.4116685,0
47481Z01PO,25,M,1235654,24,1,0.875376501,1,0.6968352,1
24091Z77ZV,41,F,890235,397,3,0.930473981,1,0.91841966,1
30740X68XS,28,M,1271653,29,1,0.881352728,1,0.69369775,1
